timestamp,soil_moisture,temperature,humidity,light_intensity,plant_resistance,water_level,season,rainy_day,stress_type,action_taken,pump_status,learned_soil_threshold,learned_temp_threshold
2024-01-02 11:30:00,56.3,13.7,84.7,578.8,332.0,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 12:00:00,55.4,12.5,80.5,571.8,331.5,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 12:30:00,54.5,13.3,82.1,574.9,330.9,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 13:00:00,54.0,15.1,80.5,618.5,327.1,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 13:30:00,53.1,12.5,83.3,613.8,329.3,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 14:00:00,52.2,12.1,81.5,537.5,330.8,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 14:30:00,51.6,11.9,81.9,558.6,328.9,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 15:00:00,51.0,12.1,75.9,475.4,330.9,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 15:30:00,50.4,15.0,75.1,502.3,334.4,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 16:00:00,49.4,13.8,79.3,374.8,310.4,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 16:30:00,48.7,15.5,73.9,374.4,326.9,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 17:00:00,48.1,13.7,76.8,279.5,322.3,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 17:30:00,47.2,13.5,77.6,248.9,321.2,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 18:00:00,46.5,16.4,75.3,153.8,307.1,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 18:30:00,45.6,16.2,73.0,132.4,326.6,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 19:00:00,45.0,15.9,73.3,2.0,313.9,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 19:30:00,44.2,15.2,74.5,4.7,332.1,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 20:00:00,43.8,18.5,71.7,2.7,313.6,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 20:30:00,43.1,17.7,74.0,3.3,318.3,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 21:00:00,42.2,18.1,73.8,4.5,310.1,84.4,winter,no,none,none,no,42.0,36.0
2024-01-02 21:30:00,41.6,17.6,74.5,3.2,310.7,84.4,winter,no,water_stress,pump_on,yes,42.0,36.0
2024-01-02 22:00:00,43.9,21.5,73.3,1.1,312.3,84.0,winter,no,none,pump_on,yes,42.0,36.0
2024-01-02 22:30:00,46.5,20.4,75.3,0.4,310.8,83.4,winter,no,none,pump_on,yes,42.0,36.0
2024-01-02 23:00:00,49.5,22.3,72.8,1.2,327.5,83.0,winter,no,none,pump_on,yes,42.0,36.0
2024-01-02 23:30:00,51.8,22.6,70.3,2.1,320.5,82.2,winter,no,none,pump_on,yes,42.0,36.0
2024-01-03 00:00:00,54.5,20.5,74.1,4.2,325.0,81.5,winter,no,none,pump_on,yes,42.0,36.0
2024-01-03 00:30:00,57.8,24.3,73.1,4.8,326.6,80.8,winter,no,none,pump_on,yes,42.0,36.0
2024-01-03 01:00:00,61.2,22.8,77.0,2.7,319.2,80.1,winter,no,none,pump_on,yes,42.0,36.0
2024-01-03 01:30:00,64.3,21.9,74.3,3.2,323.8,79.5,winter,no,none,pump_on,yes,42.0,36.0
2024-01-03 02:00:00,66.7,22.1,74.3,1.4,321.2,79.0,winter,no,none,pump_on,yes,42.0,36.0
2024-01-03 02:30:00,69.8,21.6,75.6,3.5,317.2,78.6,winter,no,none,pump_off,no,42.0,36.0
2024-01-03 03:00:00,69.1,23.0,76.6,1.0,332.1,78.6,winter,no,none,none,no,42.0,36.0
2024-01-03 03:30:00,68.3,23.2,78.1,4.3,316.4,78.6,winter,no,none,none,no,42.0,36.0
2024-01-03 04:00:00,67.4,20.4,79.1,3.8,333.6,78.6,winter,no,none,none,no,42.0,36.0
2024-01-03 04:30:00,66.6,22.0,80.2,2.7,311.6,78.6,winter,no,none,none,no,42.0,36.0
2024-01-03 05:00:00,66.0,20.4,80.1,0.1,325.4,78.6,winter,no,none,none,no,42.0,36.0
2024-01-03 05:30:00,65.5,21.2,77.9,2.3,323.7,78.6,winter,no,none,none,no,42.0,36.0
2024-01-03 06:00:00,65.9,20.9,98,0,314.8,79.2,winter,yes,none,none,no,42.0,36.0
2024-01-03 06:30:00,66.5,20.3,98,0,319.1,80.3,winter,yes,none,none,no,42.0,36.0
2024-01-03 07:00:00,68.5,20.3,98,25.1,305.9,80.9,winter,yes,none,none,no,42.0,36.0
2024-01-03 07:30:00,69.0,18.3,98,16.5,319.0,82.0,winter,yes,none,none,no,42.0,36.0
2024-01-03 08:00:00,70.3,17.0,98,89.5,314.3,82.6,winter,yes,none,none,no,42.0,36.0
2024-01-03 08:30:00,72.1,18.3,98,84.5,322.8,83.3,winter,yes,none,none,no,42.0,36.0
2024-01-03 09:00:00,73.5,18.0,98,83.4,322.0,84.3,winter,yes,none,none,no,42.0,36.0
2024-01-03 09:30:00,73.8,14.9,98,66.6,319.7,85.1,winter,yes,none,none,no,42.0,36.0
2024-01-03 10:00:00,74.5,15.2,98,135.0,324.5,86.0,winter,yes,none,none,no,42.0,36.0
2024-01-03 10:30:00,75.5,16.0,98,123.8,312.4,86.7,winter,yes,none,none,no,42.0,36.0
2024-01-03 11:00:00,76.8,16.2,98,121.7,319.8,87.4,winter,yes,none,none,no,42.0,36.0
2024-01-03 11:30:00,78.1,13.8,98,81.4,321.7,88.6,winter,yes,none,none,no,42.0,36.0
2024-01-03 12:00:00,78.7,13.7,98,82.7,326.4,89.4,winter,yes,none,none,no,42.0,36.0
2024-01-03 12:30:00,80.2,13.5,98,88.9,321.6,90.2,winter,yes,none,none,no,42.0,36.0
2024-01-03 13:00:00,81.0,12.5,98,116.2,326.6,90.8,winter,yes,none,none,no,42.0,36.0
2024-01-03 13:30:00,82.6,12.4,98,184.2,322.7,91.5,winter,yes,none,none,no,42.0,36.0
2024-01-03 14:00:00,83.5,14.0,98,186.1,326.2,92.2,winter,yes,none,none,no,42.0,36.0
2024-01-03 14:30:00,84.5,11.5,98,49.7,308.1,93.2,winter,yes,none,none,no,42.0,36.0
2024-01-03 15:00:00,84.9,11.2,98,87.1,308.4,94.4,winter,yes,none,none,no,42.0,36.0
2024-01-03 15:30:00,86.7,11.4,98,117.6,307.6,95.5,winter,yes,none,none,no,42.0,36.0
2024-01-03 16:00:00,88.0,12.7,98,78.7,332.3,96.3,winter,yes,none,none,no,42.0,36.0
2024-01-03 16:30:00,90.0,12.9,98,78.0,327.9,96.9,winter,yes,none,none,no,42.0,36.0
2024-01-03 17:00:00,90.6,15.0,95.8,16.8,325.7,97.6,winter,yes,none,none,no,42.0,36.0
2024-01-03 17:30:00,90.7,14.3,94.9,30.9,312.9,98.3,winter,yes,none,none,no,42.0,36.0
2024-01-03 18:00:00,90.3,16.7,96.2,19.3,262.0,99.0,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-03 18:30:00,89.4,14.1,95.1,42.8,255.9,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-03 19:00:00,88.7,15.9,95.9,1.4,331.7,100,winter,yes,none,none,no,42.0,36.0
2024-01-03 19:30:00,88.1,17.6,95.7,0.1,322.6,100,winter,yes,none,none,no,42.0,36.0
2024-01-03 20:00:00,87.4,16.1,98,4.1,254.4,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-03 20:30:00,86.7,17.8,94.1,5.0,319.1,100,winter,yes,none,none,no,42.0,36.0
2024-01-03 21:00:00,86.2,18.9,94.3,0.5,250.1,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-03 21:30:00,85.8,18.9,96.9,0.2,246.8,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-03 22:00:00,84.8,22.0,95.8,0.0,254.4,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-03 22:30:00,84.4,21.0,94.7,2.2,261.4,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-03 23:00:00,83.6,23.1,94.1,0.1,314.3,100,winter,yes,none,none,no,42.0,36.0
2024-01-03 23:30:00,82.7,19.6,96.5,1.1,324.4,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 00:00:00,81.9,20.9,98,1.5,319.5,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 00:30:00,81.4,22.2,96.0,0.7,327.4,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 01:00:00,80.5,21.4,95.6,3.9,328.6,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 01:30:00,79.6,21.9,94.8,3.6,324.8,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 02:00:00,79.0,24.5,96.6,2.4,316.3,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 02:30:00,78.4,24.7,98,4.9,330.7,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 03:00:00,77.5,22.5,98,2.4,334.7,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 03:30:00,76.5,24.0,98,0.8,334.0,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 04:00:00,76.0,21.7,98,4.2,305.5,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 04:30:00,75.6,20.9,98,4.8,313.0,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 05:00:00,75.0,22.0,98,0.4,321.0,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 05:30:00,74.3,23.4,98,4.4,323.5,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 06:00:00,76.3,19.4,98,0,326.1,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 06:30:00,76.8,18.9,98,0,317.9,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 07:00:00,78.2,18.3,98,14.7,325.5,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 07:30:00,79.5,19.3,98,29.3,319.0,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 08:00:00,80.0,17.2,98,58.7,325.7,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 08:30:00,81.1,17.8,98,104.8,313.9,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 09:00:00,83.0,17.5,98,99.6,334.2,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 09:30:00,83.5,18.3,98,130.2,311.6,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 10:00:00,83.9,14.3,98,140.0,323.8,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 10:30:00,85.8,13.7,98,44.6,317.5,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 11:00:00,86.5,13.3,98,146.4,332.4,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 11:30:00,87.3,16.2,98,111.4,327.6,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 12:00:00,88.2,12.6,98,133.7,316.8,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 12:30:00,89.2,12.7,98,118.4,316.1,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 13:00:00,90.6,13.9,98,160.0,324.1,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 13:30:00,91.2,13.0,98,113.9,308.5,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 14:00:00,91.0,11.9,98,92.0,322.6,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 14:30:00,91.2,13.9,98,149.6,325.7,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 15:00:00,91.0,12.0,98,64.5,324.3,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 15:30:00,91.1,11.4,98,171.9,324.2,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 16:00:00,91.1,15.6,94.5,95.7,321.6,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 16:30:00,91.1,14.0,98,74.8,334.5,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 17:00:00,91.1,16.4,96.3,49.0,328.7,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 17:30:00,91.3,14.8,94.4,20.3,318.4,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 18:00:00,90.6,14.9,97.6,10.6,324.8,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 18:30:00,89.7,14.7,98,45.2,248.6,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-04 19:00:00,89.2,16.5,98,1.6,322.6,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 19:30:00,88.6,17.6,94.4,3.0,246.2,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-04 20:00:00,87.9,16.5,97.4,4.4,243.4,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-04 20:30:00,87.0,17.7,97.5,2.0,262.4,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-04 21:00:00,86.6,21.1,94.7,2.4,247.7,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-04 21:30:00,85.6,18.8,93.2,0.3,317.3,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 22:00:00,84.7,22.0,96.5,2.1,260.6,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-04 22:30:00,84.0,18.9,96.4,0.8,253.3,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-04 23:00:00,83.3,20.0,95.4,1.1,323.7,100,winter,yes,none,none,no,42.0,36.0
2024-01-04 23:30:00,82.5,22.2,95.3,3.0,261.8,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-05 00:00:00,82.0,23.4,97.8,1.8,324.7,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 00:30:00,81.6,20.6,98,4.9,316.3,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 01:00:00,81.0,22.6,95.2,1.6,322.9,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 01:30:00,80.5,24.4,93.7,3.8,318.3,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 02:00:00,80.0,22.7,98,2.1,315.4,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 02:30:00,79.3,21.4,98,3.0,311.6,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 03:00:00,78.3,24.8,95.0,1.0,327.9,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 03:30:00,77.7,22.0,97.7,2.5,321.0,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 04:00:00,77.0,21.3,98,3.3,327.3,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 04:30:00,76.5,22.1,98,0.4,317.1,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 05:00:00,75.5,22.1,98,2.0,333.4,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 05:30:00,74.8,21.4,98,1.8,318.1,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 06:00:00,76.4,20.1,98,14.7,324.0,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 06:30:00,77.4,20.6,98,0,308.1,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 07:00:00,79.4,18.3,98,34.3,318.9,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 07:30:00,81.1,19.5,98,56.8,334.1,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 08:00:00,82.1,17.3,98,61.9,307.2,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 08:30:00,83.8,17.8,98,35.7,322.8,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 09:00:00,85.7,16.2,98,130.1,310.6,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 09:30:00,87.1,17.1,98,113.0,307.5,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 10:00:00,88.3,16.1,98,148.7,332.5,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 10:30:00,89.0,15.0,98,89.6,321.7,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 11:00:00,89.5,14.0,98,179.5,324.9,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 11:30:00,91.1,16.1,98,139.4,321.8,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 12:00:00,91.0,14.2,98,87.0,307.8,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 12:30:00,91.0,14.4,98,50.3,310.8,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 13:00:00,91.3,15.2,98,112.1,320.8,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 13:30:00,91.5,13.8,98,139.0,323.7,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 14:00:00,91.2,14.6,98,52.9,327.6,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 14:30:00,91.1,14.1,98,110.9,325.3,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 15:00:00,91.3,13.5,98,142.1,311.0,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 15:30:00,91.4,13.6,98,53.4,320.5,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 16:00:00,91.3,12.2,97.4,49.5,332.3,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 16:30:00,91.4,14.9,98,108.7,307.4,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 17:00:00,91.4,13.4,97.4,46.3,332.5,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 17:30:00,91.2,14.4,98,68.3,311.5,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 18:00:00,90.4,14.1,98,27.2,262.8,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-05 18:30:00,89.7,16.1,96.9,36.4,322.3,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 19:00:00,89.1,17.6,93.8,0.0,250.0,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-05 19:30:00,88.3,16.8,94.9,4.8,305.6,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 20:00:00,87.7,19.5,91.3,1.9,268.0,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-05 20:30:00,87.0,17.0,97.0,0.5,259.4,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-05 21:00:00,86.1,18.6,96.4,4.2,264.5,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-05 21:30:00,85.7,17.8,97.5,4.7,331.6,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 22:00:00,84.8,19.8,94.5,2.0,250.6,100,winter,yes,disease_risk,disease_alert,no,42.0,36.0
2024-01-05 22:30:00,84.0,19.6,98.0,0.2,318.1,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 23:00:00,83.4,21.1,95.5,4.8,316.0,100,winter,yes,none,none,no,42.0,36.0
2024-01-05 23:30:00,82.8,22.7,93.1,0.4,310.4,100,winter,yes,none,none,no,42.0,36.0
2024-01-06 00:00:00,82.2,21.5,94.4,1.6,326.5,100,winter,yes,none,none,no,42.0,36.0
2024-01-06 00:30:00,81.4,21.0,96.9,2.2,323.4,100,winter,yes,none,none,no,42.0,36.0
2024-01-06 01:00:00,80.9,22.6,98,4.0,317.2,100,winter,yes,none,none,no,42.0,36.0
2024-01-06 01:30:00,80.5,22.9,98,0.8,325.3,100,winter,yes,none,none,no,42.0,36.0
2024-01-06 02:00:00,79.7,22.8,96.0,1.2,333.5,100,winter,yes,none,none,no,42.0,36.0
2024-01-06 02:30:00,79.1,21.1,97.5,2.2,307.3,100,winter,yes,none,none,no,42.0,36.0
2024-01-06 03:00:00,78.5,21.4,98,1.6,305.8,100,winter,yes,none,none,no,42.0,36.0
2024-01-06 03:30:00,78.1,21.6,98,4.6,326.1,100,winter,yes,none,none,no,42.0,36.0
2024-01-06 04:00:00,77.1,21.2,98,3.5,309.1,100,winter,yes,none,none,no,42.0,36.0
2024-01-06 04:30:00,76.1,20.6,98,3.6,334.0,100,winter,yes,none,none,no,42.0,36.0
2024-01-06 05:00:00,75.3,23.5,98,3.5,314.0,100,winter,yes,none,none,no,42.0,36.0
2024-01-06 05:30:00,74.8,20.2,98,3.5,311.7,100,winter,yes,none,none,no,42.0,36.0
2024-01-06 06:00:00,74.2,21.7,78.1,0,322.2,100,winter,no,none,none,no,42.0,36.0
2024-01-06 06:30:00,73.3,20.4,83.6,0,307.0,100,winter,no,none,none,no,42.0,36.0
2024-01-06 07:00:00,72.6,18.9,83.0,142.3,317.3,100,winter,no,none,none,no,42.0,36.0
2024-01-06 07:30:00,72.2,19.6,78.9,132.6,319.0,100,winter,no,none,none,no,42.0,36.0
2024-01-06 08:00:00,71.5,18.1,79.6,298.6,322.6,100,winter,no,none,none,no,42.0,36.0
2024-01-06 08:30:00,70.5,19.1,78.8,279.0,329.9,100,winter,no,none,none,no,42.0,36.0
2024-01-06 09:00:00,69.6,16.8,80.9,377.6,311.8,100,winter,no,none,none,no,42.0,36.0
2024-01-06 09:30:00,69.1,18.5,80.8,384.9,310.9,100,winter,no,none,none,no,42.0,36.0
